Frame # 0
10 -147.791290 27
11 -146.321106 27
12 -144.903519 27
13 -143.639954 27
14 -143.035995 27
15 -141.946884 27
Frame # 38
0 -126.083733 27
1 -170.479950 27
2 -164.544739 27
3 -161.658844 27
4 -159.080780 27
5 -157.137192 27
6 -155.737991 27
7 -152.750198 27
8 -151.936478 27
9 -150.592499 27
10 -148.070679 27
11 -146.415192 27
12 -145.391754 27
13 -143.732803 27
14 -143.134140 27
15 -141.854111 27
Frame # 39
0 -132.481720 27
1 -173.998810 27
2 -168.707062 27
3 -164.998901 27
4 -162.095688 27
5 -159.788910 27
6 -157.757935 27
7 -154.246887 27
8 -152.713455 27
9 -150.984924 27
10 -148.350052 27
11 -146.698700 27
12 -145.782059 27
13 -144.658005 27
14 -143.626648 27
15 -142.689087 27
Frame # 40
0 -125.989372 27
1 -173.906204 27
2 -165.696014 27
3 -162.713348 27
4 -160.056198 27
5 -158.374863 27
6 -156.879898 27
7 -153.982773 27
8 -152.810226 27
9 -151.867874 27
10 -149.746948 27
11 -148.397614 27
12 -146.757858 27
13 -145.490967 27
14 -144.413879 27
15 -143.153320 27
Frame # 41
0 -132.387924 27
1 -173.906204 27
2 -168.618500 27
3 -164.998901 27
4 -161.871613 27
5 -159.876923 27
6 -157.933975 27
7 -154.158859 27
8 -152.518982 27
9 -150.886826 27
10 -148.629440 27
11 -147.548004 27
12 -146.659912 27
13 -145.953735 27
14 -145.201416 27
15 -144.080719 27
Frame # 42
0 -130.788071 27
1 -175.943451 27
2 -168.175720 27
3 -164.910995 27
4 -162.184357 27
5 -160.142426 27
6 -158.548477 27
7 -155.655533 27
8 -154.169724 27
9 -152.848938 27
10 -150.212585 27
11 -149.247223 27
12 -148.221512 27
13 -146.971802 27
14 -145.496735 27
15 -144.173508 27
Frame # 43
0 -132.293839 27
1 -175.943451 27
2 -169.769775 27
3 -166.142044 27
4 -163.425781 27
5 -161.379349 27
6 -159.690750 27
7 -155.919662 27
8 -154.557755 27
9 -152.848938 27
10 -150.212585 27
11 -149.436020 27
12 -148.709412 27
13 -147.434555 27
14 -146.579590 27
15 -145.101257 27
Frame # 44
0 -129.282593 27
1 -176.221252 27
2 -169.592682 27
3 -166.405380 27
4 -163.734253 27
5 -161.556488 27
6 -159.690369 27
7 -155.567505 27
8 -154.072342 27
9 -152.063766 27
10 -149.560699 27
11 -148.397919 27
12 -147.831207 27
13 -146.416489 27
14 -145.398300 27
15 -143.802399 27
Frame # 45
0 -126.554207 27
1 -174.276611 27
2 -164.810425 27
3 -161.834656 27
4 -159.299408 27
5 -157.402313 27
6 -155.650162 27
7 -153.014328 27
8 -151.256882 27
9 -150.003860 27
10 -147.511917 27
11 -146.698395 27
12 -145.781708 27
13 -144.565765 27
14 -143.921677 27
15 -142.503540 27
Frame # 46
0 -125.612740 27
1 -169.924332 27
2 -163.836273 27
3 -161.306854 27
4 -158.814743 27
5 -156.784042 27
6 -155.123138 27
7 -151.429596 27
8 -150.188980 27
9 -148.630386 27
10 -146.487534 27
11 -145.187988 27
12 -144.318375 27
13 -143.177490 27
14 -142.051285 27
15 -141.019135 27
Frame # 47
0 -127.683022 27
1 -169.739120 27
2 -165.518921 27
3 -162.449631 27
4 -159.701492 27
5 -158.021347 27
6 -156.440720 27
7 -153.366486 27
8 -151.936478 27
9 -150.690598 27
10 -147.884430 27
11 -146.981598 27
12 -145.684479 27
13 -144.658325 27
14 -143.724777 27
15 -142.410767 27
Frame # 48
0 -129.282593 27
1 -174.184006 27
2 -167.467224 27
3 -164.383545 27
4 -161.652313 27
5 -159.700531 27
6 -158.021805 27
